q1,2.043664055876434
q1,1.9690928568597883
q1,1.9965282247867435
q1,2.0011693169362843
q1,1.9774710880592465
q1,1.9728511478751898
q1,1.9679849499370903
q1,1.9761627740226686
q1,1.9670220899861306
q1,1.9648625301197171
q2,1.9288966259919107
q2,1.9367533819749951
q2,1.933584283106029
q2,1.9001860080752522
q2,1.9030801958870143
q2,1.8961584051139653
q2,1.8988217359874398
q2,1.9060070780105889
q2,1.9075751730706543
q2,1.8889766270294785
q3,63.18402336305007
q3,62.834772672038525
q3,62.8553871170152
q3,62.902839025016874
q3,63.143228037049994
q3,63.184399778954685
q3,63.155173493083566
q3,64.08229213580489
q3,62.801091343862936
q3,62.84120562300086
q4,3.370879623107612
q4,3.371810222044587
q4,3.3846268539782614
q4,3.386218279134482
q4,3.3774967179633677
q4,3.375006188871339
q4,3.3810998478438705
q4,3.384022617014125
q4,3.378759369952604
q4,3.374368682038039
q5,38.007940522860736
q5,37.85918941791169
q5,37.898471124935895
q5,37.87480390118435
q5,37.94897571299225
q5,37.82867223699577
q5,37.81871703802608
q5,37.907739812042564
q5,37.934982359874994
q5,37.865708872908726
insert,277.394
insert,286.163
insert,288.45
insert,289.29
insert,292.113
insert,288.177
insert,300.01
insert,287.71
insert,307.843
insert,290.175
